species,sighting_date,dive_site,url,title,excerpt,validation,notes,N_observed
manta,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","oceanic manta ray passing by to say hello, a rare find in these waters. We were thrilled to add one Manta sighting to Marine Mega fauna fondation's fez sightings in the Banks! Our final dive of the day was",,,
eagle ray,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","octopuses changing colors, a powerful school of giant trevally hunting in the blue, and an elegant eagle ray gliding past. Tuna and wahoo cruised through the deep, while giant moray eels watched from their de",,,
stingray,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","views of the underwater landscape. Divers can explore vast coral bommies teeming with reef sharks, stingrays, and schools of jackfish , while the sandy seabed hosts garden eels and hidden stingrays . Occasion",,,
stingray,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","ef sharks, stingrays, and schools of jackfish , while the sandy seabed hosts garden eels and hidden stingrays . Occasionally, lucky divers may even spot oceanic manta rays gliding gracefully in the blue. Day 1",not valid,,
stingray,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","and a coral crab protecting its orange eggs. The reef was alive with Napoleon wrasse, blue-spotted stingrays, and curious schools of bannerfish. ​ The final dive of the day at Silvertip Bank was a highlight.",,,
ray,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","bed hosts garden eels and hidden stingrays . Occasionally, lucky divers may even spot oceanic manta rays gliding gracefully in the blue. Day 1 : High Rock and Three Islets aka Shark Cave, Square & Submari",,,
ray,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","s. ​ Our third dive at Shark Cave delivered more spectacular sightings, including a graceful marble ray, vibrant flabellina exoptata nudibranchs, chromodoris risbecia pulchella, and playful cuttlefish. T",,,
ray,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","uses changing colors, a powerful school of giant trevally hunting in the blue, and an elegant eagle ray gliding past. Tuna and wahoo cruised through the deep, while giant moray eels watched from their de",,,
ray,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","e of the day at Silvertip Bank was a highlight. We encountered a Napoleon wrasse, a majestic marble ray, and a silvertip shark patrolling its territory. The grand finale? A tornado of bigeye trevally swi",,,
ray,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","ing to Silvertip Bank for the afternoon dives, we observed a graceful hawksbill turtle, more marble rays, and an unforgettable sighting of three massive requiem sharks. A few lucky divers even spotted a m",,,
ray,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","able sighting of three massive requiem sharks. A few lucky divers even spotted a male oceanic manta ray passing by to say hello, a rare find in these waters. We were thrilled to add one Manta sighting to",,,
ray,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","ught us face-to-face with pharaoh cuttlefish, a striking flabellina exoptata, and a stunning marble ray resting under an overhang. At Eagle’s Nest, our fourth dive delivered an incredible encounter with",,,
ray,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","r last dive, we headed to Dendro’s Pinnacle, a vibrant reef teeming with life. A magnificent marble ray glided past, pharaoh cuttlefish hovered in the currents, and schools of blue-spotted fusiliers flas",,,
shark,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","anoramic views of the underwater landscape. Divers can explore vast coral bommies teeming with reef sharks, stingrays, and schools of jackfish , while the sandy seabed hosts garden eels and hidden stingrays",,,
shark,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","even spot oceanic manta rays gliding gracefully in the blue. Day 1 : High Rock and Three Islets aka Shark Cave, Square & Submarine Our first check dive at High Rock set the tone for the trip, with sighting",,,
shark,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","trevally lurked in the cracks, their silver bodies reflecting our dive lights. ​ Our third dive at Shark Cave delivered more spectacular sightings, including a graceful marble ray, vibrant flabellina exop",,,
shark,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","lore a local fisherman village before the afternoon dives: We finished the day with a night dive at Shark Cave and Square Rock, where nocturnal creatures took center stage. Divers spotted more tiger tail s",,,
shark,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","rtip Bank Our first two dives at Row Bank featured an impressive hawksbill turtle, a well-fed nurse shark resting under a ledge, and a passing Napoleon wrasse. An octopus provided an entertaining show, and",,,
shark,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","fish,"" and a stunning honeycomb moray eel. Our third dive at Coral Bank introduced us to more nurse sharks, a massive great barracuda, and a coral crab protecting its orange eggs. The reef was alive with Na",,,
shark,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","rtip Bank was a highlight. We encountered a Napoleon wrasse, a majestic marble ray, and a silvertip shark patrolling its territory. The grand finale? A tornado of bigeye trevally swirling above us in mesme",,,
shark,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","o morning dives at Rainbow Bank continued our streak of stunning marine life encounters, with nurse sharks, bigeye trevally tornadoes, and more octopuses. The coral formations here were breathtaking, offeri",,,
shark,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","graceful hawksbill turtle, more marble rays, and an unforgettable sighting of three massive requiem sharks. A few lucky divers even spotted a male oceanic manta ray passing by to say hello, a rare find in t",,,
shark,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","m a senseless death. Ghost nets continue to trap and kill marine life—fish, crabs, morays, and even sharks—that will never be eaten or used, making them a tragic waste. Beyond their impact on marine life, d",,,
reef shark,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","ing panoramic views of the underwater landscape. Divers can explore vast coral bommies teeming with reef sharks, stingrays, and schools of jackfish , while the sandy seabed hosts garden eels and hidden stingrays",,,
blacktip,2025-01-23,North Twin,https://www.thesmilingseahorse.com/blog/trip-report-exploring-burma-banks-with-mv-smiling-seahorse-23rd-29th-january-2025,"Manta Rays & Shark Encounters: Diving Burma Banks with MV Smiling Seahorse (Trip Report: Jan 23-29, 2025) - Diving liveaboard in Thailand and Myanmar","parate groups had close encounters with small hawksbill turtles, while dogtooth tuna and schools of blacktip fusiliers darted through the currents. Day 3 : Row Bank , Coral Bank and Silvertip Bank Our first t",,,
